ts_utc,ts_local,session_id,symbol,total_trades,wins,losses,flat_trades,win_rate,gross_pnl,net_pnl,max_drawdown,open_position,open_unrealized,notes
2025-08-22T20:16:31Z,2025-08-22 16:16:31 ET,20250822T173043Z,TSLA,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,
2025-08-22T20:21:36Z,2025-08-22 16:21:36 ET,20250822T173043Z,TSLA,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,
2025-08-22T20:26:38Z,2025-08-22 16:26:38 ET,20250822T173043Z,TSLA,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,
2025-08-22T20:31:41Z,2025-08-22 16:31:41 ET,20250822T173043Z,TSLA,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,
2025-08-22T20:36:44Z,2025-08-22 16:36:44 ET,20250822T173043Z,TSLA,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,
2025-08-22T20:41:47Z,2025-08-22 16:41:47 ET,20250822T173043Z,TSLA,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,
2025-08-22T20:46:18Z,2025-08-22 16:46:18 ET,20250822T173043Z,TSLA,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,
2025-08-22T20:57:27Z,2025-08-22 16:57:27 ET,20250822T173043Z,TSLA,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,
2025-08-22T21:13:41Z,2025-08-22 17:13:41 ET,20250822T173043Z,TSLA,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,
2025-08-22T21:16:43Z,2025-08-22 17:16:43 ET,20250822T173043Z,TSLA,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,
2025-08-22T21:21:46Z,2025-08-22 17:21:46 ET,20250822T173043Z,TSLA,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,
2025-08-22T21:30:09Z,2025-08-22 17:30:09 ET,20250822T173043Z,TSLA,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,
2025-08-22T21:31:10Z,2025-08-22 17:31:10 ET,20250822T173043Z,TSLA,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,
2025-08-22T21:36:13Z,2025-08-22 17:36:13 ET,20250822T173043Z,TSLA,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,
2025-08-22T21:41:15Z,2025-08-22 17:41:15 ET,20250822T173043Z,TSLA,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,
2025-08-22T21:54:01Z,2025-08-22 17:54:01 ET,20250822T173043Z,TSLA,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,
2025-08-22T22:03:29Z,2025-08-22 18:03:29 ET,20250822T173043Z,TSLA,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,
2025-08-22T22:19:07Z,2025-08-22 18:19:07 ET,20250822T173043Z,TSLA,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,
2025-08-22T22:36:46Z,2025-08-22 18:36:46 ET,20250822T173043Z,TSLA,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,
2025-08-22T22:54:27Z,2025-08-22 18:54:27 ET,20250822T173043Z,TSLA,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,
2025-08-22T22:56:28Z,2025-08-22 18:56:28 ET,20250822T173043Z,TSLA,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,
2025-08-22T23:01:31Z,2025-08-22 19:01:31 ET,20250822T173043Z,TSLA,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,
2025-08-22T23:11:23Z,2025-08-22 19:11:23 ET,20250822T173043Z,TSLA,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,
2025-08-22T23:19:35Z,2025-08-22 19:19:35 ET,20250822T173043Z,TSLA,1,0,0,1,0.0,0.0,0.0,0.0,10,0.0,
2025-08-22T23:22:35Z,2025-08-22 19:22:35 ET,20250822T173043Z,TSLA,1,0,0,1,0.0,0.0,0.0,0.0,10,0.0,
2025-08-22T23:26:38Z,2025-08-22 19:26:38 ET,20250822T173043Z,TSLA,1,0,0,1,0.0,0.0,0.0,0.0,10,-0.40000000000020464,
2025-08-22T23:32:10Z,2025-08-22 19:32:10 ET,20250822T173043Z,TSLA,1,0,0,1,0.0,0.0,0.0,0.0,10,0.6000000000000227,
2025-08-22T23:40:12Z,2025-08-22 19:40:12 ET,20250822T173043Z,TSLA,1,0,0,1,0.0,0.0,0.0,0.0,10,0.6000000000000227,
2025-08-22T23:41:13Z,2025-08-22 19:41:13 ET,20250822T173043Z,TSLA,1,0,0,1,0.0,0.0,0.0,0.0,10,-0.10000000000047748,
